boot_df,random_state,f1_score
15,7,0.78
15,8,0.74
15,9,0.74
16,0,0.73
16,1,0.72
16,2,0.76
16,3,0.71
16,4,0.78
16,5,0.75
16,6,0.75
16,7,0.77
16,8,0.76
16,9,0.76
17,0,0.75
17,1,0.71
17,2,0.72
17,3,0.76
17,4,0.73
17,5,0.73
17,6,0.74
17,7,0.7
17,8,0.72
17,9,0.77
18,0,0.77
18,1,0.78
18,2,0.79
18,3,0.76
18,4,0.78
18,5,0.74
18,6,0.76
18,7,0.69
18,8,0.76
18,9,0.73
19,0,0.75
19,1,0.76
19,2,0.75
19,3,0.75
19,4,0.72
19,5,0.72
19,6,0.72
19,7,0.74
19,8,0.72
19,9,0.74
20,0,0.74
20,1,0.81
20,2,0.76
20,3,0.76
20,4,0.76
20,5,0.75
20,6,0.78
20,7,0.77
20,8,0.78
20,9,0.8
21,0,0.79
21,1,0.77
21,2,0.77
21,3,0.74
21,4,0.76
21,5,0.76
21,6,0.75
21,7,0.75
21,8,0.8
21,9,0.74
22,0,0.77
22,1,0.77
22,2,0.75
22,3,0.74
22,4,0.79
22,5,0.78
22,6,0.77
22,7,0.74
22,8,0.79
22,9,0.75
23,0,0.73
23,1,0.79
23,2,0.76
23,3,0.77
23,4,0.78
23,5,0.79
23,6,0.76
23,7,0.72
23,8,0.75
23,9,0.78
24,0,0.74
24,1,0.72
24,2,0.74
24,3,0.76
24,4,0.77
24,5,0.74
24,6,0.75
24,7,0.78
24,8,0.74
24,9,0.74
25,0,0.76
25,1,0.76
25,2,0.72
25,3,0.8
25,4,0.74
25,5,0.73
25,6,0.73
25,7,0.76
25,8,0.71
25,9,0.74
26,0,0.72
26,1,0.78
26,2,0.78
26,3,0.75
26,4,0.73
26,5,0.77
26,6,0.7
26,7,0.75
26,8,0.73
26,9,0.73
27,0,0.76
27,1,0.78
27,2,0.76
27,3,0.75
27,4,0.78
27,5,0.74
27,6,0.77
27,7,0.75
27,8,0.77
27,9,0.73
28,0,0.75
28,1,0.77
28,2,0.73
28,3,0.71
28,4,0.74
28,5,0.73
28,6,0.77
28,7,0.75
28,8,0.74
28,9,0.71
29,0,0.75
29,1,0.76
29,2,0.74
29,3,0.75
29,4,0.77
29,5,0.75
29,6,0.74
29,7,0.76
29,8,0.74
29,9,0.76
30,0,0.74
30,1,0.73
30,2,0.75
30,3,0.74
30,4,0.75
30,5,0.74
30,6,0.75
30,7,0.76
30,8,0.77
30,9,0.78
31,0,0.78
31,1,0.74
31,2,0.73
31,3,0.79
31,4,0.74
31,5,0.72
31,6,0.76
31,7,0.77
31,8,0.73
31,9,0.74
32,0,0.77
32,1,0.77
32,2,0.77
32,3,0.8
32,4,0.76
32,5,0.8
32,6,0.76
32,7,0.75
32,8,0.79
32,9,0.77
33,0,0.78
33,1,0.74
33,2,0.74
33,3,0.74
33,4,0.75
33,5,0.74
33,6,0.76
33,7,0.75
33,8,0.73
33,9,0.8
34,0,0.74
34,1,0.74
34,2,0.74
34,3,0.8
34,4,0.75
34,5,0.77
34,6,0.77
34,7,0.77
34,8,0.71
34,9,0.75
35,0,0.69
35,1,0.75
35,2,0.73
35,3,0.73
35,4,0.77
35,5,0.75
35,6,0.7
35,7,0.77
35,8,0.72
35,9,0.72
36,0,0.73
36,1,0.72
36,2,0.71
36,3,0.76
36,4,0.73
36,5,0.75
36,6,0.77
36,7,0.74
36,8,0.75
36,9,0.71
37,0,0.71
37,1,0.8
37,2,0.75
37,3,0.74
37,4,0.72
37,5,0.78
37,6,0.74
37,7,0.75
37,8,0.73
37,9,0.74
38,0,0.74
38,1,0.73
38,2,0.73
38,3,0.75
38,4,0.72
38,5,0.74
38,6,0.77
38,7,0.82
38,8,0.76
38,9,0.77
39,0,0.82
39,1,0.78
39,2,0.78
39,3,0.81
39,4,0.8
39,5,0.75
39,6,0.78
39,7,0.75
39,8,0.79
39,9,0.75
40,0,0.77
40,1,0.75
40,2,0.73
40,3,0.73
40,4,0.75
40,5,0.73
40,6,0.7
40,7,0.77
40,8,0.73
40,9,0.75
41,0,0.75
41,1,0.79
41,2,0.78
41,3,0.76
41,4,0.74
41,5,0.76
41,6,0.74
41,7,0.75
41,8,0.78
41,9,0.77
42,0,0.8
42,1,0.74
42,2,0.76
42,3,0.77
42,4,0.78
42,5,0.77
42,6,0.74
42,7,0.78
42,8,0.75
42,9,0.76
43,0,0.73
43,1,0.76
43,2,0.78
43,3,0.76
43,4,0.73
43,5,0.74
43,6,0.75
43,7,0.76
43,8,0.78
43,9,0.78
44,0,0.75
44,1,0.75
44,2,0.75
44,3,0.76
44,4,0.78
44,5,0.74
44,6,0.75
44,7,0.73
44,8,0.73
44,9,0.72
45,0,0.72
45,1,0.73
45,2,0.74
45,3,0.76
45,4,0.71
45,5,0.73
45,6,0.75
45,7,0.72
45,8,0.71
45,9,0.72
46,0,0.77
46,1,0.74
46,2,0.75
46,3,0.77
46,4,0.71
46,5,0.82
46,6,0.75
46,7,0.74
46,8,0.76
46,9,0.76
47,0,0.76
47,1,0.77
47,2,0.76
47,3,0.76
47,4,0.71
47,5,0.76
47,6,0.77
47,7,0.73
47,8,0.75
47,9,0.75
48,0,0.75
48,1,0.73
48,2,0.72
48,3,0.77
48,4,0.73
48,5,0.73
48,6,0.75
48,7,0.79
48,8,0.78
48,9,0.74
49,0,0.75
49,1,0.73
49,2,0.75
49,3,0.72
49,4,0.75
49,5,0.74
49,6,0.75
49,7,0.72
49,8,0.75
49,9,0.74
50,0,0.76
50,1,0.73
50,2,0.74
50,3,0.76
50,4,0.74
50,5,0.73
50,6,0.78
50,7,0.77
50,8,0.78
50,9,0.76
51,0,0.74
51,1,0.75
51,2,0.72
51,3,0.75
51,4,0.75
51,5,0.76
51,6,0.73
51,7,0.75
51,8,0.76
51,9,0.72
52,0,0.76
52,1,0.74
52,2,0.77
52,3,0.72
52,4,0.74
52,5,0.74
52,6,0.75
52,7,0.74
52,8,0.74
52,9,0.75
53,0,0.75
53,1,0.73
53,2,0.75
53,3,0.78
53,4,0.76
53,5,0.76
53,6,0.74
53,7,0.73
53,8,0.78
53,9,0.76
54,0,0.76
54,1,0.78
54,2,0.75
54,3,0.8
54,4,0.74
54,5,0.77
54,6,0.77
54,7,0.77
54,8,0.75
54,9,0.72
55,0,0.77
55,1,0.72
55,2,0.77
55,3,0.75
55,4,0.74
55,5,0.77
55,6,0.74
55,7,0.74
55,8,0.73
55,9,0.74
56,0,0.75
56,1,0.74
56,2,0.7
56,3,0.75
56,4,0.74
56,5,0.8
56,6,0.77
56,7,0.72
56,8,0.79
56,9,0.78
57,0,0.76
57,1,0.78
57,2,0.77
57,3,0.77
57,4,0.73
57,5,0.8
57,6,0.76
57,7,0.76
57,8,0.76
57,9,0.74
58,0,0.76
58,1,0.79
58,2,0.77
58,3,0.78
58,4,0.76
58,5,0.82
58,6,0.78
58,7,0.75
58,8,0.79
58,9,0.77
59,0,0.73
59,1,0.75
59,2,0.73
59,3,0.71
59,4,0.76
59,5,0.75
59,6,0.72
59,7,0.75
59,8,0.74
59,9,0.76
60,0,0.76
60,1,0.71
60,2,0.76
60,3,0.75
60,4,0.77
60,5,0.75
60,6,0.72
60,7,0.71
60,8,0.74
60,9,0.75
61,0,0.74
61,1,0.78
61,2,0.76
61,3,0.73
61,4,0.78
61,5,0.75
61,6,0.75
61,7,0.77
61,8,0.75
61,9,0.73
62,0,0.73
62,1,0.77
62,2,0.78
62,3,0.77
62,4,0.77
62,5,0.71
62,6,0.72
62,7,0.78
62,8,0.77
62,9,0.77
63,0,0.73
63,1,0.75
63,2,0.7
63,3,0.79
63,4,0.78
63,5,0.78
63,6,0.77
63,7,0.78
63,8,0.77
63,9,0.78
64,0,0.73
64,1,0.74
64,2,0.74
64,3,0.74
64,4,0.76
64,5,0.75
64,6,0.76
64,7,0.77
64,8,0.77
64,9,0.76
65,0,0.7
65,1,0.75
65,2,0.75
65,3,0.7
65,4,0.78
65,5,0.73
65,6,0.71
65,7,0.75
65,8,0.75
65,9,0.77
66,0,0.76
66,1,0.77
66,2,0.76
66,3,0.77
66,4,0.79
66,5,0.75
66,6,0.73
66,7,0.79
66,8,0.72
66,9,0.79
67,0,0.76
67,1,0.74
67,2,0.77
67,3,0.75
67,4,0.75
67,5,0.77
67,6,0.74
67,7,0.76
67,8,0.75
67,9,0.78
68,0,0.78
68,1,0.72
68,2,0.81
68,3,0.78
68,4,0.75
68,5,0.79
68,6,0.74
68,7,0.74
68,8,0.72
68,9,0.75
69,0,0.75
69,1,0.71
69,2,0.78
69,3,0.78
69,4,0.79
69,5,0.8
69,6,0.75
69,7,0.77
69,8,0.78
69,9,0.75
70,0,0.74
70,1,0.78
70,2,0.74
70,3,0.74
70,4,0.71
70,5,0.75
70,6,0.76
70,7,0.76
70,8,0.69
70,9,0.75
71,0,0.79
71,1,0.77
71,2,0.76
71,3,0.74
71,4,0.77
71,5,0.74
71,6,0.75
71,7,0.76
71,8,0.74
71,9,0.73
72,0,0.75
72,1,0.75
72,2,0.75
72,3,0.75
72,4,0.71
72,5,0.78
72,6,0.78
72,7,0.75
72,8,0.74
72,9,0.75
73,0,0.76
73,1,0.8
73,2,0.7
73,3,0.76
73,4,0.76
73,5,0.74
73,6,0.77
73,7,0.74
73,8,0.79
73,9,0.71
74,0,0.79
74,1,0.8
74,2,0.76
74,3,0.74
74,4,0.78
74,5,0.75
74,6,0.76
74,7,0.75
74,8,0.76
74,9,0.72
75,0,0.81
75,1,0.77
75,2,0.75
75,3,0.76
75,4,0.73
75,5,0.74
75,6,0.73
75,7,0.77
75,8,0.77
75,9,0.8
76,0,0.8
76,1,0.76
76,2,0.78
76,3,0.76
76,4,0.77
76,5,0.74
76,6,0.8
76,7,0.77
76,8,0.76
76,9,0.76
77,0,0.78
77,1,0.72
77,2,0.75
77,3,0.75
77,4,0.76
77,5,0.74
77,6,0.74
77,7,0.74
77,8,0.77
77,9,0.77
78,0,0.77
78,1,0.79
78,2,0.76
78,3,0.79
78,4,0.75
78,5,0.75
78,6,0.7
78,7,0.74
78,8,0.75
78,9,0.77
79,0,0.73
79,1,0.76
79,2,0.73
79,3,0.74
79,4,0.77
79,5,0.77
79,6,0.74
79,7,0.77
79,8,0.72
79,9,0.76
80,0,0.75
80,1,0.75
80,2,0.74
80,3,0.76
80,4,0.75
80,5,0.77
80,6,0.78
80,7,0.76
80,8,0.76
80,9,0.78
81,0,0.75
81,1,0.77
81,2,0.76
81,3,0.79
81,4,0.78
81,5,0.75
81,6,0.78
81,7,0.73
81,8,0.8
81,9,0.74
82,0,0.74
82,1,0.71
82,2,0.76
82,3,0.74
82,4,0.71
82,5,0.73
82,6,0.77
82,7,0.74
82,8,0.73
82,9,0.74
83,0,0.76
83,1,0.76
83,2,0.71
83,3,0.76
83,4,0.78
83,5,0.74
83,6,0.74
83,7,0.72
83,8,0.73
83,9,0.7
84,0,0.76
84,1,0.77
84,2,0.75
84,3,0.75
84,4,0.76
84,5,0.78
84,6,0.75
84,7,0.73
84,8,0.77
84,9,0.77
85,0,0.71
85,1,0.79
85,2,0.75
85,3,0.77
85,4,0.73
85,5,0.77
85,6,0.76
85,7,0.74
85,8,0.77
85,9,0.77
86,0,0.77
86,1,0.74
86,2,0.71
86,3,0.74
86,4,0.72
86,5,0.74
86,6,0.75
86,7,0.73
86,8,0.75
86,9,0.73
87,0,0.75
87,1,0.78
87,2,0.8
87,3,0.74
87,4,0.74
87,5,0.75
87,6,0.8
87,7,0.75
87,8,0.78
87,9,0.77
88,0,0.77
88,1,0.77
88,2,0.77
88,3,0.78
88,4,0.78
88,5,0.77
88,6,0.77
88,7,0.77
88,8,0.74
88,9,0.8
89,0,0.75
89,1,0.76
89,2,0.72
89,3,0.73
89,4,0.72
89,5,0.74
89,6,0.77
89,7,0.77
89,8,0.72
89,9,0.75
90,0,0.75
90,1,0.75
90,2,0.73
90,3,0.75
90,4,0.77
90,5,0.75
90,6,0.77
90,7,0.73
90,8,0.72
90,9,0.71
91,0,0.76
91,1,0.78
91,2,0.79
91,3,0.77
91,4,0.75
91,5,0.75
91,6,0.77
91,7,0.75
91,8,0.81
91,9,0.76
92,0,0.74
92,1,0.75
92,2,0.75
92,3,0.78
92,4,0.76
92,5,0.75
92,6,0.72
92,7,0.73
92,8,0.77
92,9,0.7
93,0,0.75
93,1,0.72
93,2,0.76
93,3,0.72
93,4,0.7
93,5,0.76
93,6,0.74
93,7,0.74
93,8,0.73
93,9,0.73
94,0,0.76
94,1,0.78
94,2,0.8
94,3,0.75
94,4,0.75
94,5,0.79
94,6,0.73
94,7,0.77
94,8,0.81
94,9,0.79
95,0,0.77
95,1,0.75
95,2,0.74
95,3,0.75
95,4,0.76
95,5,0.73
95,6,0.76
95,7,0.75
95,8,0.72
95,9,0.78
96,0,0.77
96,1,0.74
96,2,0.72
96,3,0.73
96,4,0.72
96,5,0.73
96,6,0.73
96,7,0.74
96,8,0.78
96,9,0.78
97,0,0.78
97,1,0.74
97,2,0.71
97,3,0.73
97,4,0.75
97,5,0.75
97,6,0.73
97,7,0.75
97,8,0.78
97,9,0.76
98,0,0.72
98,1,0.77
98,2,0.72
98,3,0.75
98,4,0.73
98,5,0.77
98,6,0.77
98,7,0.73
98,8,0.74
98,9,0.77
99,0,0.74
99,1,0.77
99,2,0.75
99,3,0.74
99,4,0.74
99,5,0.74
99,6,0.75
99,7,0.76
99,8,0.76
99,9,0.79
